Product,Category,RoomData,Price (MED),Price post-tax (REC)
1G - PR - Cookie Shrek - 1.00 gram,10 for 20 Prerolls,Cake Floor: 1,1.5,2
1G - PR - Cookie Shrek - 1.00 gram,10 for 20 Prerolls,Cake Floor: 50,1.5,2
1G - PR - Cookie Shrek - 1.00 gram,10 for 20 Prerolls,Cake Floor: 29,1.5,2
1G - PR - Cookie Shrek - 1.00 gram,10 for 20 Prerolls,Cake Floor: 5,1.5,2
1G - PR - Golden S.A.G.E - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 800,1.5,2
1G - PR - Jack Herer - 1.00 gram,10 for 20 Prerolls,Cake Floor: 11,1.5,2
1G - PR - Jelly Cake - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 750,1.5,2
1G - PR - Jomo 13 - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 700,1.5,2
1G - PR - Kernal Putang #3 - 1.00 gram,10 for 20 Prerolls,Cake Floor: 86,1.5,2
1G - PR - Lilac Diesel - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 750,1.5,2
1G - PR - Lone star - 1.00 gram,10 for 20 Prerolls,Cake Floor: 41,1.5,2
1G - PR - Lone star - 1.00 gram,10 for 20 Prerolls,Cake Floor: 57,1.5,2
1G - PR - Lone star - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 100,1.5,2
1G - PR - Matchalato - 1.00 gram,10 for 20 Prerolls,Cake Floor: 1,1.5,2
1G - PR - Miami Manog - 1.00 gram,10 for 20 Prerolls,Cake Floor: 114,1.5,2
1G - PR - Miami Manog - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 1500,1.5,2
1G - PR - Peach Rings - 1.00 gram,10 for 20 Prerolls,Bulk Inventory: 500,1.5,2
1G - PR - Peach Rings - 1.00 gram,10 for 20 Prerolls,Cake Floor: 184,1.5,2
1G - PR - Pink Runtz - 1.00 gram,10 for 20 Prerolls,Cake Floor: 159,1.5,2
1G - PR - Pink Runtz - 1.00 gram,10 for 20 Prerolls,Cake Floor: 1,1.5,2
1G - PR - Purple Papaya Runtz - 1.00 gram,10 for 20 Prerolls,Cake Floor: 715,1.5,2
Grape Deisel-1G-PR - 1.00 gram,10 for 20 Prerolls,Cake Floor: 242,1.5,2
Purple Punch - 1G - PR - 1.00 gram,10 for 20 Prerolls,Cake Floor: 311,1.5,2
Infused Blunt - Animal Mintz,Blunts,Cake Floor: 2,25,30
Infused Blunt - Chingon OG,Blunts,Cake Floor: 2,25,30
Infused Blunt - Choco Flan,Blunts,Cake Floor: 2,25,30
Infused Blunt - Helado de Nuevo Mexico,Blunts,Cake Floor: 2,25,30
Infused Blunt - La Chingona,Blunts,Cake Floor: 2,25,30
Infused Blunt - Mazapan,Blunts,Cake Floor: 2,25,30
Infused Blunt - Tres Leches,Blunts,Cake Floor: 2,25,30
Infused Blunt - True OG,Blunts,Cake Floor: 1,25,30
PACKARILLOS AREA 51 3PK 2.25G,Blunts,Cake Floor: 8,45,50
PACKARILLOS MAC N CHEESE 3PK 2.25G,Blunts,Cake Floor: 9,45,50
1 Gram Cannabis Oil Cartridge | Baja Blast-Off (H) - 1.00 gram,Cartridges,Cake Floor: 4,10,12
1 Gram Cannabis Oil Cartridge | Black Cherry Seltzer (I) - 1.00 gram,Cartridges,Cake Floor: 5,10,12
1 Gram Cannabis Oil Cartridge | Black Cherry Seltzer (I) - 1.00 gram,Cartridges,Cake Floor: 2,10,12
1 Gram Cannabis Oil Cartridge | Grande Daddy Purple (I) - 1.00 gram,Cartridges,Cake Floor: 4,10,12
1 Gram Cannabis Oil Cartridge | Grande Daddy Purple (I) - 1.00 gram,Cartridges,Cake Floor: 1,10,12
1 Gram Cannabis Oil Cartridge | Key Lime Pie (S) - 1.00 gram,Cartridges,Cake Floor: 1,10,12
1 Gram Cannabis Oil Cartridge | Key Lime Pie (S) - 1.00 gram,Cartridges,Cake Floor: 7,10,12
1 Gram Cannabis Oil Cartridge | Pineapple Paradise (S) - 1.00 gram,Cartridges,Cake Floor: 3,10,12
1 Gram Cannabis Oil Cartridge | White Grape (I) - 1.00 gram,Cartridges,Cake Floor: 2,10,12
1 Gram Cannabis Oil Cartridge | White Grape (I) - 1.00 gram,Cartridges,Cake Floor: 3,10,12
1 Gram Cannabis Oil Cartridge | White Grape (I) - 1.00 gram,Cartridges,Cake Floor: 8,10,12
1G Cart Lmn. Ch. Gelato - 0.50 grams,Cartridges,Cake Floor: 4,12,15
1G Cart Lmn. Ch. Gelato - 0.50 grams,Cartridges,Cake Floor: 1,12,15
1G Cart Mango Haze - 0.50 grams,Cartridges,Cake Floor: 7,12,15
1G Cart Mango Haze - 0.50 grams,Cartridges,Cake Floor: 1,12,15
1G Cart Midnight Berry - 0.50 grams,Cartridges,Cake Floor: 7,12,15
1G Cart Midnight Berry - 0.50 grams,Cartridges,Cake Floor: 6,12,15
1G Cart Midnight Berry - 0.50 grams,Cartridges,Cake Floor: 6,12,15
1G Cart Midnight Berry - 0.50 grams,Cartridges,Cake Floor: 1,12,15
1G Cart Peach Rings - 0.50 grams,Cartridges,Cake Floor: 8,12,15
1G Cart Peach Rings - 0.50 grams,Cartridges,Cake Floor: 6,12,15
1G Cart Watermelon Ice - 0.50 grams,Cartridges,Cake Floor: 9,12,15
1G Cart Watermelon Ice - 0.50 grams,Cartridges,Cake Floor: 4,12,15
1G Cart Watermelon Ice - 0.50 grams,Cartridges,Cake Floor: 5,12,15
1G Tank - SL - Banana Punch - 0.50 grams,Cartridges,Cake Floor: 3,20,25
1G Tank - SL - Berry White - 0.50 grams,Cartridges,Cake Floor: 2,20,25
1G Tank - SL - Berry White - 0.50 grams,Cartridges,Cake Floor: 3,20,25
1G Tank - SL - Blackberry OG - 0.50 grams,Cartridges,Cake Floor: 1,20,25
1G Tank - SL - Forbidden Apple - 0.50 grams,Cartridges,Cake Floor: 2,20,25
1G Tank - SL - Forbidden Apple - 0.50 grams,Cartridges,Cake Floor: 2,20,25
1G Tank - SL - Forbidden Apple - 0.50 grams,Cartridges,Cake Floor: 1,20,25
1G Tank - SL - Key Lime Pie - 0.50 grams,Cartridges,Cake Floor: 2,20,25
1G Tank - SL - Key Lime Pie - 0.50 grams,Cartridges,Cake Floor: 2,20,25
1G Tank - SL - Key Lime Pie - 0.50 grams,Cartridges,Cake Floor: 3,20,25
1G Tank - SL - Peach Kush - 0.50 grams,Cartridges,Cake Floor: 3,20,25
1G Tank - SL - Peach Kush - 0.50 grams,Cartridges,Cake Floor: 2,20,25
1G Tank - SL - Pink Rose' - 0.50 grams,Cartridges,Cake Floor: 1,20,25
1G Tank - SL - Royal Pear - 0.50 grams,Cartridges,Cake Floor: 1,20,25
1G Tank - SL - Tropical Kiwi - 0.50 grams,Cartridges,Cake Floor: 1,20,25
1g - 510 Thread - Apple Crisps (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Apple Crisps (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Black Cherry Gushers (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Black Cherry Gushers (H) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Blackberry (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Blackberry (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Caribbean Pineapple (S) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Caribbean Pineapple (S) - 1.00 gram,Cartridges,Cake Floor: 3,8,10
1g - 510 Thread - Cool Breeze (S) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Cool Breeze (S) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Dreamsicle (S) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Dreamsicle (S) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Gelato 41 (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Gelato 41 (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Glazed Donut (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Glazed Donut (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Guava Lava (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Guava Lava (I) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Juicy Berry (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Juicy Berry (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Lemon Haze (S) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Lemon Haze (S) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Mac and Cream (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Mac and Cream (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Rainbow Runtz (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Rainbow Runtz (H) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Sparkling Strawberry (S) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Sparkling Strawberry (S) - 1.00 gram,Cartridges,Cake Floor: 3,8,10
1g - 510 Thread - Strawberry Gary (H) - 1.00 gram,Cartridges,Cake Floor: 3,8,10
1g - 510 Thread - Strawberry Gary (H) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Supreme Oreoz (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Supreme Oreoz (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Tart Apricot (S) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g - 510 Thread - Tart Apricot (S) - 1.00 gram,Cartridges,Cake Floor: 4,8,10
1g - 510 Thread - Watermelon Zkittles (I) - 1.00 gram,Cartridges,Cake Floor: 5,8,10
1g BH Cart- Birthday Cake - 1.00 gram,Cartridges,Cake Floor: 6,12,15
1g BH Cart-Cookies n Cream - 1.00 gram,Cartridges,Cake Floor: 7,12,15
1g BH Cart-Tropicana Cookies - 1.00 gram,Cartridges,Cake Floor: 3,12,15
1g cart ACDC  (Hybrid) - 1.00 gram,Cartridges,Cake Floor: 43,10,12
1g cart Blueberry Ak (Hybrid) - 1.00 gram,Cartridges,Cake Floor: 42,10,12
1g cart Bubble gum og (indica) - 1.00 gram,Cartridges,Cake Floor: 48,10,12
1g cart Guava (sativa) - 1.00 gram,Cartridges,Cake Floor: 29,10,12
1g cart Tsunami (indica) - 1.00 gram,Cartridges,Cake Floor: 49,10,12
1g cart trainwreck (Hybrid) - 1.00 gram,Cartridges,Cake Floor: 40,10,12
2G Aeroponic Cannabis Oil Cartridge | Gelato (I) - 2.00 grams,Cartridges,Cake Floor: 7,20,25
2G Aeroponic Cannabis Oil Cartridge | Gelato (I) - 2.00 grams,Cartridges,Cake Floor: 5,20,25
2G Aeroponic Cannabis Oil Cartridge | Gelato (I) - 2.00 grams,Cartridges,Cake Floor: 14,20,25
2G Aeroponic Cannabis Oil Cartridge | Grand Daddy Purple (I) - 2.00 grams,Cartridges,Cake Floor: 9,20,25
2G Aeroponic Cannabis Oil Cartridge | Jack Herer (S) - 2.00 grams,Cartridges,Cake Floor: 7,20,25
2G Aeroponic Cannabis Oil Cartridge | Jack Herer (S) - 2.00 grams,Cartridges,Cake Floor: 7,20,25
2G Fruity Cart | Blueberry Cookies (I) - 2.00 grams,Cartridges,Cake Floor: 4,20,25
2G Fruity Cart | Blueberry Cookies (I) - 2.00 grams,Cartridges,Cake Floor: 10,20,25
2G Fruity Carts | Mango Sunrise Kush (S) - 2.00 grams,Cartridges,Cake Floor: 10,20,25
2G Fruity Carts | Pineapple Express (S) - 2.00 grams,Cartridges,Cake Floor: 6,20,25
2G Fruity Carts | Strawberry Kiwi (S) - 2.00 grams,Cartridges,Cake Floor: 10,20,25
2G Fruity Carts | Sweet N Tart (S) - 2.00 grams,Cartridges,Cake Floor: 2,20,25
2G Fruity Carts | Sweet N Tart (S) - 2.00 grams,Cartridges,Cake Floor: 1,20,25
2G Fruity Carts | White Grape (I) - 2.00 grams,Cartridges,Cake Floor: 2,20,25
2G Fruity Carts | White Grape (I) - 2.00 grams,Cartridges,Cake Floor: 6,20,25
510 BACIO GELATO 1G CART *LIMITED* - 1.00 gram,Cartridges,Cake Floor: 6,12,15
510 BERRY GELATO 1G CART - 1.00 gram,Cartridges,Cake Floor: 6,12,15
510 MAUI WOWIE 1G CART - 1.00 gram,Cartridges,Cake Floor: 11,12,15
510 PINEAPPLE HAZE 1G CART - 1.00 gram,Cartridges,Cake Floor: 2,12,15
510 STRAWBERRY COUGH 1G CART - 1.00 gram,Cartridges,Cake Floor: 1,12,15
Animal Cookies - Natural Terpene Pod 1g - Indica - 0.50 grams,Cartridges,Cake Floor: 1,16,20
Animal Cookies - Natural Terpene Pod 1g - Indica - 0.50 grams,Cartridges,Cake Floor: 4,16,20
Carbon Fiber - Live Resin Pod 1g - Hybrid - 1.00 gram,Cartridges,Cake Floor: 4,25,30
Carbon Fiber - Live Resin Pod 1g - Hybrid - 1.00 gram,Cartridges,Cake Floor: 2,25,30
Grape Goddess - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 1,16,20
Hawaiian Reign - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 2,16,20
Horchata - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 1,16,20
Horchata - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 4,16,20
Las Frescas 510 - Blueberry Empanada (I) - 1.00 gram,Cartridges,Cake Floor: 1,12,15
Las Frescas 510 - Blueberry Empanada (I) - 1.00 gram,Cartridges,Cake Floor: 6,12,15
Las Frescas 510 - Blueberry Empanada (I) - 1.00 gram,Cartridges,Cake Floor: 9,12,15
Las Frescas 510 - Blueberry Empanada (I) - 1.00 gram,Cartridges,Cake Floor: 4,12,15
Las Frescas 510 - Gushaz (I) - 1.00 gram - 1.00 gram,Cartridges,Cake Floor: 1,12,15
Las Frescas 510 - Gushaz (I) - 1.00 gram - 1.00 gram,Cartridges,Cake Floor: 4,12,15
Las Frescas 510 - Horchata (I) - 1.00 gram,Cartridges,Cake Floor: 4,12,15
Las Frescas 510 - Horchata (I) - 1.00 gram,Cartridges,Cake Floor: 7,12,15
Las Frescas 510 - Horchata (I) - 1.00 gram,Cartridges,Cake Floor: 7,12,15
Las Frescas 510 - Pink Runtz (I) - 1.00 gram - 1.00 gram,Cartridges,Cake Floor: 2,12,15
Las Frescas 510 - Pink Runtz (I) - 1.00 gram - 1.00 gram,Cartridges,Cake Floor: 1,12,15
Las Frescas 510 - Pink Runtz (I) - 1.00 gram - 1.00 gram,Cartridges,Cake Floor: 4,12,15
Mimosa - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 2,16,20
Mimosa - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 5,16,20
OOZEx - Forbidden Fruit - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 2,15,18
OOZEx - Forbidden Fruit - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 6,15,18
OOZEx - Forbidden Fruit - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 2,15,18
OOZEx - Forbidden Fruit - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 5,15,18
OOZEx - Ice Cream Cake - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 7,15,18
OOZEx - Ice Cream Cake - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 5,15,18
OOZEx - Ice Cream Cake - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 2,15,18
OOZEx - Ice Cream Cake - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 8,15,18
OOZEx - Super Lemon Haze - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 1,15,18
OOZEx - White Truffle - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 8,15,18
OOZEx - White Truffle - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 2,15,18
OOZEx - White Truffle - 1g 510 Vape - 1.00 gram,Cartridges,Cake Floor: 4,15,18
Peanut Butter Kush - Natural Terpene Pod 1g - Indica - 0.50 grams,Cartridges,Cake Floor: 5,16,20
Peanut Butter Kush - Natural Terpene Pod 1g - Indica - 0.50 grams,Cartridges,Cake Floor: 2,16,20
Permanent Marker - Live Resin Pod 1g  - Hybrid - 1.00 gram,Cartridges,Cake Floor: 4,25,30
Permanent Marker - Live Resin Pod 1g  - Hybrid - 1.00 gram,Cartridges,Cake Floor: 1,25,30
QT Kush - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 3,16,20
QT Kush - Natural Terpene Pod 1g - Hybrid - 0.50 grams,Cartridges,Cake Floor: 1,16,20
Rainbow Belts - Live Resin Pod 1g - Hybrid - 1.00 gram,Cartridges,Cake Floor: 2,25,30
Tangie - Natural Terpene Pod 1g - Sativa - 0.50 grams,Cartridges,Cake Floor: 1,16,20
Urb - Flight Fuel 505 - Black Cherry Fizz - 1.50 grams,Cartridges,Cake Floor: 4,25,30
Urb - Flight Fuel 505 - Blue Watermelon - 1.50 grams,Cartridges,Cake Floor: 5,25,30
Urb - Flight Fuel 505 - London Pound Cake - 1.50 grams,Cartridges,Cake Floor: 5,25,30
Urb - Flight Fuel 505 - Sour Blueberry - 1.50 grams,Cartridges,Cake Floor: 4,25,30
Urb - Flight Fuel 505 - Sour Blueberry - 1.50 grams,Cartridges,Cake Floor: 1,25,30
Urb - Flight Fuel 505 - Strawberry Kiwi - 1.50 grams,Cartridges,Cake Floor: 5,25,30
Urb - Flight Fuel 505 - Strawberry Kush - 1.50 grams,Cartridges,Cake Floor: 5,25,30
Urb - Flight Fuel 505 - Tigers Blood - 1.50 grams,Cartridges,Cake Floor: 5,25,30
1g - Concentrates - Gas Breath (I) - 1.00 gram,Concentrates,Cake Floor: 1,8,10
1g - Concentrates - Gas Breath (I) - 1.00 gram,Concentrates,Cake Floor: 1,8,10
1g - Concentrates - Peach Uprise (S) - 1.00 gram,Concentrates,Cake Floor: 2,8,10
1g - Concentrates - Pop Rocks (S) - 1.00 gram,Concentrates,Cake Floor: 1,8,10
2g - Concentrates - Candy Gaz (I) - 2.00 grams,Concentrates,Cake Floor: 5,15,18
2g - Concentrates - Candy Gaz (I) - 2.00 grams,Concentrates,Cake Floor: 5,15,18
2g - Concentrates - Candy Gaz (I) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Candy Gaz (I) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Gelato X Zookies (H) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Gelato X Zookies (H) - 2.00 grams,Concentrates,Cake Floor: 4,15,18
2g - Concentrates - Iced Sangria (H) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Iced Sangria (H) - 2.00 grams,Concentrates,Cake Floor: 2,15,18
2g - Concentrates - Iced Sangria (H) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Iced Sangria (H) - 2.00 grams,Concentrates,Cake Floor: 5,15,18
2g - Concentrates - Runtz N Roses (S/H) - 2.00 grams,Concentrates,Cake Floor: 2,15,18
2g - Concentrates - Runtz N Roses (S/H) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Strawberry Pop Rocks (I) - 2.00 grams,Concentrates,Cake Floor: 3,15,18
2g - Concentrates - Strawberry Pop Rocks (I) - 2.00 grams,Concentrates,Cake Floor: 2,15,18
2g - Concentrates - Strawberry Pop Rocks (I) - 2.00 grams,Concentrates,Cake Floor: 2,15,18
2g - Concentrates - Strawberry Pop Rocks (I) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Think Tank (H) - 2.00 grams,Concentrates,Cake Floor: 2,15,18
2g - Concentrates - Think Tank (H) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
2g - Concentrates - Think Tank (H) - 2.00 grams,Concentrates,Cake Floor: 4,15,18
2g - Concentrates - Wedding Cake (I) - 2.00 grams,Concentrates,Cake Floor: 1,15,18
