Product,Category,RoomData,Price (MED),Price post-tax (REC)
Strawberry Cough ,Flower,Cake Floor: 11.00,1g - $6   3.5g - $16,1g - $7   3.5g - $20
Trop Cherry,Flower,Bulk Inventory: 112,1g - $7   3.5g - $20,1g - $9   3.5g - $25
Trop Cherry,Flower,Cake Floor: 29.0,1g - $7   3.5g - $20,1g - $9   3.5g - $25
Trop Cherry,Flower,Cake Floor: 10,1g - $7   3.5g - $20,1g - $9   3.5g - $25
Bulk Flower- A/B Buds- Black Garclic (I),Flower Lot,Bulk Inventory: 290,,
Bulk Flower- A/B Buds- Greasemonkey (I/H),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Greasemonkey (I/H),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Greasemonkey (I/H),Flower Lot,Bulk Inventory: 233,,
Bulk Flower- A/B Buds- Greasemonkey (I/H),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Wedding Crasher (S),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Wedding Crasher (S),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Wedding Crasher (S),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Wedding Crasher (S),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Wedding Crasher (S),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- A/B Buds- Wedding Crasher (S),Flower Lot,Bulk Inventory: 460,,
Bulk Flower- C Buds (Popcorn)- Lemon Cherry Truffles,Flower Lot,Bulk Inventory: 454,,
Bulk Flower- C Buds- Apple Sherbet (S),Flower Lot,Bulk Inventory: 454,,
Bulk Flower- C Buds- Chernobyl (S),Flower Lot,Bulk Inventory: 454,,
Bulk Flower- Popcorn- Walter White Widow (H),Flower Lot,Bulk Inventory: 454,,
Hash Hole - Cap Junky x GMO (H),Hash,Cake Floor: 2,40,45
Hash Hole - GMO x Brandy Wine Bandit (I),Hash,Cake Floor: 2,40,45
Hash Hole - Sub Zero x Orange Banana (S),Hash,Cake Floor: 2,40,45
Hash Hole - Tropicana Cherry x Black Jelly,Hash,Cake Floor: 2,40,45
Hashito (single) - Brain Freeze x Orange Creamsicle,Hash,Cake Floor: 2,30,35
Hashito (single) - Cap Junky x GMO (H),Hash,Cake Floor: 2,30,35
Hashito (single) - GMO x Brandy Wine Bandit (I),Hash,Cake Floor: 2,30,35
Hashito (single) - Sub Zero x Orange Banana (S),Hash,Cake Floor: 2,30,35
1g - Infused Prerolls - Berry Raspberry (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Black Cherry Gushers (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Blazin' Banana (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Blueberry Wave (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Bubblegum Gelato (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Caribbean Pineapple (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Donut Shop (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Elon Must (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Glitter Bomb (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Hawaiian Snocone (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Hoochie Coochie (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Laughing Gas (H),Infused Prerolls,Cake Floor: 9,10,12
1g - Infused Prerolls - Lemon Sorbet (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Milfs Milk (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Orange Sherbet (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Panty Dropper (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Pink Panties (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Pink Starburst (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Pixie Styx (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Rainbow Runtz (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Strawberry Freeze (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Strawberry Mochi (I),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Tastee Cake (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Tittie Sprinklez (H),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Tricks Milk (S),Infused Prerolls,Cake Floor: 10,10,12
1g - Infused Prerolls - Watermelon Slushie (H),Infused Prerolls,Cake Floor: 10,10,12
ACDC Sauce Infused Preroll,Infused Prerolls,Cake Floor: 57,8,10
Blueberry AK Sauce Infused Preroll,Infused Prerolls,Cake Floor: 48,8,10
Bubble Jay - Alien Cake,Infused Prerolls,Cake Floor: 1,12,15
Bubble Jay - King Kenny,Infused Prerolls,Cake Floor: 5,12,15
Bubble Jay - Rodeo Diesel,Infused Prerolls,Cake Floor: 3,12,15
BubbleGum OG Sauce Infused Preroll,Infused Prerolls,Cake Floor: 53,8,10
Freezee Pop 2.0 - Bomb Pop (S),Infused Prerolls,Cake Floor: 9,8,10
Freezee Pop 2.0 - Green Apple (S),Infused Prerolls,Cake Floor: 7,8,10
Freezee Pop 2.0 - Green Apple (S),Infused Prerolls,Cake Floor: 1,8,10
Freezee Pop 2.0 - Lemon Popsicle (S),Infused Prerolls,Cake Floor: 9,8,10
Freezee Pop 2.0 - Lemon Popsicle (S),Infused Prerolls,Cake Floor: 4,8,10
Freezee Pop 2.0 - Rainbow Belts (I),Infused Prerolls,Cake Floor: 10,8,10
Freezee Pop 2.0 - Strawberry Lemonade (S) ,Infused Prerolls,Cake Floor: 8,8,10
Freezee Pop 2.0 - Strawberry Lemonade (S) ,Infused Prerolls,Cake Floor: 2,8,10
Freezee Pop 2.0 - Strawberry Lemonade (S) ,Infused Prerolls,Cake Floor: 1,8,10
Freezee Pop 2.0 - Watermelon (I),Infused Prerolls,Cake Floor: 10,8,10
Freezee Pop 2.0 - Watermelon (I),Infused Prerolls,Cake Floor: 1,8,10
Jupiter Joint MEGA | 2g | Peach Rings,Infused Prerolls,Cake Floor: 3,20,25
Jupiter Joints | Key Lime Pie (S) | 1 gram,Infused Prerolls,Cake Floor: 9,12,15
Jupiter Joints | Key Lime Pie (S) | 1 gram,Infused Prerolls,Cake Floor: 9,12,15
Jupiter Joints | Mango Sunrise Kush (S) | 1 Gram,Infused Prerolls,Cake Floor: 7,12,15
Jupiter Joints | Pink Lemonade (S) | 1 Gram * Breast Cancer Research Fundraiser,Infused Prerolls,Cake Floor: 3,12,15
Jupiter Joints | Watermelon Splash (S) | 1 Gram,Infused Prerolls,Cake Floor: 3,12,15
Mr. Nice ,Infused Prerolls,Cake Floor: 4,12,15
OOZEx - Candy Apple - 1g-5pk Prerolls,Infused Prerolls,Cake Floor: 2,50,55
Orange Punch Sauce Infused Preroll,Infused Prerolls,Cake Floor: 60,8,10
R.I.P's - 1G Rosin Infused Preroll - Apple Fritter (I),Infused Prerolls,Cake Floor: 1,16,20
R.I.P's - 1G Rosin Infused Preroll - Apple Fritter (I),Infused Prerolls,Cake Floor: 1,16,20
Sanchitos (3 Pack) - Fresas con Crema,Infused Prerolls,Cake Floor: 2,16,20
Sanchitos (3 Pack) - Loud Cake ,Infused Prerolls,Cake Floor: 5,16,20
Tokees - Blue Agave,Infused Prerolls,Cake Floor: 1,7,8
Tokees - Blue Agave,Infused Prerolls,Cake Floor: 8,7,8
Tokees - Cheetah Piss,Infused Prerolls,Cake Floor: 1,7,8
Tokees - Cheetah Piss,Infused Prerolls,Cake Floor: 6,7,8
Tokees - Cheetah Piss,Infused Prerolls,Cake Floor: 10,7,8
Tokees - Chingon OG,Infused Prerolls,Cake Floor: 10,7,8
Tokees - Chingon OG,Infused Prerolls,Cake Floor: 1,7,8
Tokees - Sandia OG,Infused Prerolls,Cake Floor: 10,7,8
Tokees - Sandia OG,Infused Prerolls,Cake Floor: 4,7,8
Tokees - Sandia OG,Infused Prerolls,Cake Floor: 2,7,8
Trainwreck Sauce Infused Preroll,Infused Prerolls,Cake Floor: 51,8,10
Urb - 3g Jointcase 505 - Rainbow Belts (5pk),Infused Prerolls,Cake Floor: 10,20,25
Urb - 3g Jointcase 505 - Sour Blueberry (5pk),Infused Prerolls,Cake Floor: 9,20,25
Urb - 3g Jointcase 505 - Thin Mintz (5pk),Infused Prerolls,Cake Floor: 10,20,25
Cherry Cock-Tail,Liquid Edibles,Cake Floor: 21,8,10
DROOL RSO RECOVERY 1G SYRINGE - 1.00 gram,Liquid Edibles,Cake Floor: 10,25,30
DROOL RSO RELIEF 1G SYRINGE - 1.00 gram,Liquid Edibles,Cake Floor: 6,25,30
DROOL RSO SLEEP 1G SYRINGE - 1.00 gram,Liquid Edibles,Cake Floor: 9,25,30
Grape Cock-Tail,Liquid Edibles,Cake Floor: 22,8,10
Karma Lemonade - 100mg The Pure - Blueberry,Liquid Edibles,Cake Floor: 2,16,18
Karma Lemonade - 100mg The Pure - Cherry,Liquid Edibles,Cake Floor: 7,16,18
Karma Lemonade - 100mg The Pure - Lavender,Liquid Edibles,Cake Floor: 20,16,18
Karma Lemonade - 100mg The Pure - Original,Liquid Edibles,Cake Floor: 22,16,18
Karma Lemonade - 100mg The Pure - Pineapple Blast,Liquid Edibles,Cake Floor: 15,16,18
Karma Lemonade - 100mg The Pure - Prickly Pear,Liquid Edibles,Cake Floor: 21,16,18
Royal Coconut Cock-Tail,Liquid Edibles,Cake Floor: 21,8,10
Serenity Serum - AM Serum - 100mg Pure,Liquid Edibles,Cake Floor: 10,12,15
Serenity Serum - PM Serum w Lavender - 100mg Pure,Liquid Edibles,Cake Floor: 10,12,15
Watermelon Lemonade,Liquid Edibles,Cake Floor: 23,8,10
3.5g Lunar Rock | Baja Blast-Off,Moon Rocks,Cake Floor: 3,30,35
3.5g Lunar Rock | Blue Dream,Moon Rocks,Cake Floor: 3,30,35
3.5g Lunar Rock | Jack Herer,Moon Rocks,Cake Floor: 5,30,35
3.5g Lunar Rock | Pineapple Paradise,Moon Rocks,Cake Floor: 4,30,35
3.5g Lunar Rock | White Grape,Moon Rocks,Cake Floor: 6,30,35
Big Mac 1g (I) - 1.00 gram,Prerolls,Cake Floor: 99,4,5
Biscotti Mints 1g (I) - 1.00 gram,Prerolls,Cake Floor: 99,4,5
Black Cherry Gelato(h)1g preroll,Prerolls,Cake Floor: 3,4,5
Black Cherry Gelato(h)1g preroll,Prerolls,Bulk Inventory: 100,4,5
Blue Dream 1g (S) - 1.00 gram,Prerolls,Cake Floor: 75,4,5
Blue Slushie-Pre-Roll-1g,Prerolls,Bulk Inventory: 100,4,5
Blue Slushie-Pre-Roll-1g,Prerolls,Cake Floor: 1,4,5
Blue Slushie-Pre-Roll-1g,Prerolls,Bulk Inventory: 100,4,5
Cadillac Rainbow 1g (H) - 1.00 gram,Prerolls,Cake Floor: 91,4,5
Candy Bezels 1g (I) - 1.00 gram,Prerolls,Cake Floor: 100,4,5
Champagne Kush(h)1g preroll,Prerolls,Cake Floor: 37,4,5
Dantes Inferno 1g (I) - 1.00 gram,Prerolls,Cake Floor: 100,4,5
Dulce De Uva 1g (I) - 1.00 gram,Prerolls,Cake Floor: 97,4,5
Durban Posion 1g (S) - 1.00 gram,Prerolls,Cake Floor: 99,4,5
Grape-Z-Pre-Roll-1g - 1.00 gram - 1.00 gram,Prerolls,Cake Floor: 1,4,5
Grapes N Cream 1g (H) - 1.00 gram,Prerolls,Cake Floor: 99,4,5
Guava 1g (S) - 1.00 gram,Prerolls,Cake Floor: 66,4,5
Jelly Zonuts 1g (S) - 1.00 gram,Prerolls,Cake Floor: 76,4,5
Platnum OG preroll 1g - 1.00 gram,Prerolls,Cake Floor: 13,4,5
Pre-Roll Zoap (Hy) - 1.00 gram,Prerolls,Cake Floor: 44,4,5
Preroll - Alien Candy - 1.00 gram (I) - 1.00 gram,Prerolls,Cake Floor: 17,4,5
Preroll - Animal Kush Mints 1.00gram - (Hy) - 1.00 gram,Prerolls,Cake Floor: 44,4,5
Preroll - Big Mac - 1.00 gram (I) - 1.00 gram,Prerolls,Cake Floor: 57,4,5
Preroll - Garlic Icing x Meat Breath - 1.00 gram (Hy) - 1.00 gram,Prerolls,Cake Floor: 7,4,5
Preroll - Matchalato - 1.00gram - (I) - 1.00 gram,Prerolls,Cake Floor: 10,4,5
Rainbow Belts 1g (I) - 1.00 gram,Prerolls,Cake Floor: 93,4,5
Sherbanger-Pre-Roll-1g - 1.00 gram - 1.00 gram - 1.00 gram,Prerolls,Cake Floor: 13,4,5
Sour Tangie (s)1G-Pre Roll - 1.00 gram,Prerolls,Cake Floor: 5,4,5
Tricho Jordan-Pre-Roll-1g - 1.00 gram,Prerolls,Cake Floor: 23,4,5
Watermelon N' Later 1g (I) - 1.00 gram,Prerolls,Cake Floor: 96,4,5
Watermelon OG (i)1G-Pre Roll - 1.00 gram,Prerolls,Cake Floor: 29,4,5
Wedding Cake (H)1G-Pre Roll,Prerolls,Cake Floor: 20,4,5
Wedding Punch 1g (H) - 1.00 gram - 1.00 gram,Prerolls,Cake Floor: 98,4,5
White Widow(h)1G PreRoll,Prerolls,Cake Floor: 4,4,5
cherry friter 1g preroll,Prerolls,Cake Floor: 24,4,5
key lime-(i) - 1.00 gram,Prerolls,Cake Floor: 38,4,5
Peach Gummies 100mg,Solid Cannabis Infused Edible,Bulk Inventory: 12,,
Sour Coconut Gummies 100mg,Solid Cannabis Infused Edible,Bulk Inventory: 25,,
Strawberry Gummies 100mg,Solid Cannabis Infused Edible,Bulk Inventory: 118,,
100mg Brownie,Solid Edibles,Cake Floor: 5,13,15
100mg Chocolate Moon Bar,Solid Edibles,Cake Floor: 2,13,15
100mg Chocolate Moon Bar,Solid Edibles,Cake Floor: 6,13,15
100mg Cookies and Cream Moon Bar,Solid Edibles,Cake Floor: 10,13,15
100mg Fruity Moon Bar,Solid Edibles,Cake Floor: 9,13,15
100mg Horchata Moon Bar,Solid Edibles,Cake Floor: 10,13,15
100mg Plain Moon Bar,Solid Edibles,Cake Floor: 10,13,15
Cafe Noir Bites 80mg,Solid Edibles,Cake Floor: 8,16,18
Chocolate Drops - 100mg,Solid Edibles,Cake Floor: 9,16,18
Fligh 500mg Blueberry Mango Gummies,Solid Edibles,Cake Floor: 6,25,Med Only 
Fligh 500mg Moscow Mule Gummies,Solid Edibles,Cake Floor: 2,25,Med Only 
Fligh 500mg Moscow Mule Gummies,Solid Edibles,Cake Floor: 19,25,Med Only 
Fligh 500mg Pomegranate Gummies,Solid Edibles,Cake Floor: 5,25,Med Only 
Fligh 500mg Pomegranate Gummies,Solid Edibles,Cake Floor: 12,25,Med Only 
Fligh 500mg Raspberry Lemonade Gummies,Solid Edibles,Cake Floor: 2,25,Med Only 
Fligh 500mg Raspberry Lemonade Gummies,Solid Edibles,Cake Floor: 5,25,Med Only 
Fligh 500mg Sangria Gummies,Solid Edibles,Cake Floor: 14,25,Med Only 
Fligh 500mg Sangria Gummies,Solid Edibles,Cake Floor: 3,25,Med Only 
Fligh 500mg Sangria Gummies,Solid Edibles,Cake Floor: 14,25,Med Only 
Funktional - Medical 500mg Pineapple Sativa - 500mg,Solid Edibles,Cake Floor: 11,20,Med Only 
Gonzo Gummies - G Bags | Berry Crush - 100mg,Solid Edibles,Cake Floor: 3,10,12
Gonzo Gummies - G Bags | Grape Furry - 100mg,Solid Edibles,Cake Floor: 6,10,12
Karma Cookie - Blueberry Cobbler - 80mg Pure,Solid Edibles,Cake Floor: 19,13,15
Karma Cookie - Cherry Cobbler - 40mg Pure,Solid Edibles,Cake Floor: 17,8,10
Karma Cookie - Chocolate Chip - 80mg,Solid Edibles,Cake Floor: 18,13,15
Karma Cookie - Lemon Berry Bomb - 80mg,Solid Edibles,Cake Floor: 17,13,15
Karma Trichs - 60mg - Green Apple,Solid Edibles,Cake Floor: 8,12,15
Karma Trichs - 60mg - Lemon,Solid Edibles,Cake Floor: 8,12,15
Karma X Gummies - Electric Green Apple - 100mg The Pure,Solid Edibles,Cake Floor: 15,12,15
Karma X Gummies - Southern Blackberry - 100mg The Pure,Solid Edibles,Cake Floor: 12,12,15
Karma X Gummies - Tropical Mango Sunset - 100mg The Pure,Solid Edibles,Cake Floor: 10,12,15
Karma X Gummies - Watermelon Splash - 100mg The Pure,Solid Edibles,Cake Floor: 10,12,15
Lemon Aide Bite 80mg,Solid Edibles,Cake Floor: 1,20,22
Olio Gummies - Rec - Chili Lime Mango- 100mg ,Solid Edibles,Cake Floor: 5,15,18
Olio Gummies - Rec - Passion Fruit - 100mg ,Solid Edibles,Cake Floor: 1,15,18
Olio Gummies - Rec - Pom-Limeade - 100mg ,Solid Edibles,Cake Floor: 2,15,18
Olio Gummies - Rec - Sour Grape Soda - 100mg,Solid Edibles,Cake Floor: 4,15,18
Olio Gummies- Rec - Sour Peach - 100mg,Solid Edibles,Cake Floor: 2,15,18
PQ - Basic Bar - Dark Chocolate - 100mg,Solid Edibles,Cake Floor: 12,15,18
PQ - Basic Bar - Milk Chocolate - 100mg,Solid Edibles,Cake Floor: 10,15,18
PQ - Basic Bar - White Chocolate - 100mg,Solid Edibles,Cake Floor: 12,15,18
PQ - Cups - Original Crunchy - 80mg,Solid Edibles,Cake Floor: 12,13,15
PQ - Cups - PB and Jealous - 80mg,Solid Edibles,Cake Floor: 12,13,15
PQ - Pharm Bar - Loopy Phroots - 100mg - Reserved,Solid Edibles,Cake Floor: 11,15,18
PQ - Pharm Bar - Mudslide - 100mg,Solid Edibles,Cake Floor: 10,15,18
PQ - Pharm Bar - Strawberry Shortcake - 100mg,Solid Edibles,Cake Floor: 11,15,18
PQ - Pharm Bar - Tophee Pretzel - 100mg,Solid Edibles,Cake Floor: 11,15,18
PQ - Truphles - Caramel Smores - 60mg,Solid Edibles,Cake Floor: 12,13,15
PQ - Truphles - Chocolate Cherry - 60mg,Solid Edibles,Cake Floor: 11,13,15
PQ - Truphles - Red Velvet Cake - 60mg,Solid Edibles,Cake Floor: 12,13,15
Psychedelic Sugar Cookie 100mg,Solid Edibles,Cake Floor: 11,17,20
Pupper Bud-Ease 15mg,Solid Edibles,Cake Floor: 13,14,16
Take N Make - 250mg - Pancake / Waffle Mix,Solid Edibles,Cake Floor: 2,25,30
Take N Make - 250mg - Walnut Brownie Mix,Solid Edibles,Cake Floor: 2,25,30
Take N Make Chocolate Chip Cookies 250mg Hybrid,Solid Edibles,Cake Floor: 5,25,30
WANA CL BLUEBERRY INDICA 100MG,Solid Edibles,Cake Floor: 2,15,18
WANA CL EXOTIC YUZU 2:1 HYBRID 100MG,Solid Edibles,Cake Floor: 6,17,20
WANA CL MANGO SATIVA 100MG,Solid Edibles,Cake Floor: 1,15,18
WANA CL STRAWBERRY LEMONADE 1:1 HYBRID 100MG,Solid Edibles,Cake Floor: 7,17,20
WANA QK ISLAND PUNCH INDICA 100MG,Solid Edibles,Cake Floor: 1,19,22
WANA QK LIMONCELLO HYBRID 100MG,Solid Edibles,Cake Floor: 5,19,22
WANA QK OP CHERRY COLA RELIEF 1:1:1,Solid Edibles,Cake Floor: 9,21,25
WANA QK OP CLEMENTINE SHINE LIFT 1:1:1,Solid Edibles,Cake Floor: 8,21,25
Yum Clouds Electric Guava Wuava Gummies 100mg THC -10pc,Solid Edibles,Cake Floor: 19,12,15
Yum Clouds Electric Papaya Gummies 100mg THC -10pc,Solid Edibles,Cake Floor: 18,12,15
iATRO ACTIVE CITRUS PUNCH 50MG,Solid Edibles,Cake Floor: 8,21,25
iATRO FOCUS PINEAPPLE CHILI 50MG,Solid Edibles,Cake Floor: 8,21,25
iATRO MEDITATE BLUEBERRY 100MG,Solid Edibles,Cake Floor: 7,21,25
iATRO PERFECT BLACKBERRY LEMONADE 50MG,Solid Edibles,Cake Floor: 8,21,25
iATRO SLEEP TART CHERRY 100MG,Solid Edibles,Cake Floor: 6,21,25
100mg Lunar Lube Peppermint,Topicals,Cake Floor: 17,25,30
Cannabis Cosmetix - 500mg - 1:1 - THC:CBD Lotion - Rosemary Mint,Topicals,Bulk Inventory: 14,,
Cannabis Cosmetix - Lotion - Lemongrass Sage - 500mg THC - 500mg CBD - 500mg,Topicals,Bulk Inventory: 12,,
Elevated - Topical - 1000mg - Therabalm COLD Roll On,Topicals,Cake Floor: 4,20,25
Elevated - Topical - 1000mg - Therabalm COLD Roll On,Topicals,Cake Floor: 13,20,25
Elevated - Topical - 1000mg - Therabalm HOT Roll On,Topicals,Cake Floor: 7,20,25
